Response ID,PID,MID,RespondentSID,Survey Number,SurveyName,SupplierName,IsLive,EntryDate,LastDate,FulcrumStatus,ClientStatus,ResponseStatus,AGE(1),GENDER(9),HISPANIC(3),ETHNICITY(8),ZIP(2),REGION(6),Ethnicity - Detailed(7),STATE(4)
60668CAF-104E-2333-3849-0317F4641C12,"eb3e9e39-5d37-4bde-831e-d6e38db420fa",45M3MINH1M-709001,defa662a-385c-4428-b9c8-6d098ee75ef6,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 10:17:07 PM,4/1/2021 10:53:40 PM,3,10,Complete,60,1,,1,01720,,,22
606686C3-38CF-FF36-49BB-50B2D40337FE,"16329377",33219369m365643713875e679de00699cd25,50f764de-170a-4896-840f-648b9d387cff,10307266,"MIP - Boston","Branded Research",True,4/1/2021 9:52:16 PM,4/1/2021 9:52:22 PM,3,1,In Screener / Drop,70,2,,1,01970,,,22
60667D11-FF9E-21FA-787D-D064AD7BA8C0,"15950055",9593427a935811ebacc4064ae673b908,6af30d41-6319-4c97-afd4-aeb9ff1457ca,10307266,"MIP - Boston","DISQO",True,4/1/2021 9:10:27 PM,4/1/2021 9:22:24 PM,3,10,Complete,42,2,,1,01970,,,22
60668DE9-DF31-2062-0B88-512A241E2DA9,"14234509",81d75046936211eb9593026043e436b3,24d5c1d3-30e3-4f32-ae2b-4b036a3e6cf8,10307266,"MIP - Boston","DISQO",True,4/1/2021 10:21:27 PM,4/1/2021 10:28:06 PM,3,10,Complete,40,2,,1,01960,,,22
60669CDA-0FE7-031D-FE8D-3DE33DD01E45,"94c3990bb84538ed293d37f7a519e862fbce59c4c48273a37f3f598cfa036069",MzFfMS4wMF84NTAuMDBfX18x,da0e1da0-3886-446d-a528-e900ec19b232,10307266,"MIP - Boston","inBrain.ai - API",True,4/1/2021 11:25:22 PM,4/1/2021 11:30:50 PM,3,10,Complete,34,2,,1,02360,,,22
6066AEFB-874E-F57F-7B3F-013CE468FB02,"4f73453b-74a0-4084-84e0-db5b1be3eb43",G1LLGOHP6O-eebca7,f62d2f1c-2203-45c9-9c9c-18657343601a,10307266,"MIP - Boston","Publishers Clearing House",True,4/2/2021 12:43:52 AM,4/2/2021 12:43:56 AM,3,1,In Screener / Drop,63,1,,1,02021,,,22
606691E9-5E41-B531-6FDA-DE439FEE4885,"21dd30b8-a7d4-47ec-b86d-b4bd72c0e417",PPLK13KG4I-12a5fc,86783ef8-6c72-499e-b8d5-23c0cca09a44,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 10:38:33 PM,4/1/2021 10:47:39 PM,3,10,Complete,66,1,,1,02420,,,22
606677F5-DD4B-4A36-B91F-6C3DA1327B41,"cc4545fb12e83803eaef4e4c77b366af3f4d9538fdff468763373e8257beaa9b",MTI0XzAuNTIzXzEwMDA,e23cc164-fbc5-4358-ad3a-c2b836933b75,10307266,"MIP - Boston","inBrain.ai - Link",True,4/1/2021 8:48:00 PM,4/1/2021 8:55:02 PM,3,10,Complete,42,1,,1,01864,,,22
606679D7-0DD2-3153-1C34-3977D2870200,"ecb74b1f-ba65-4086-8438-dc2f500ff4bb",PPLK13KG4I-a86db5,1a711a1f-950a-41cf-9b7e-75422f929f62,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 8:56:48 PM,4/1/2021 8:56:56 PM,3,1,In Screener / Drop,60,2,,1,01945,,,22
60668F1F-8F6D-5C0C-5ADC-8ADFD49EB47F,"19415131",6726a520936311eba411024938142431,3a0e3c30-dc80-4f37-a293-899974dad269,10307266,"MIP - Boston","DISQO",True,4/1/2021 10:27:55 PM,4/1/2021 10:27:59 PM,36,-1,Security,,,,,,,,
60667D50-97EF-F174-CA78-E4E9B26D0F03,"b2363628-864e-4f96-b1fb-aca5ac39378e",IN4M23HI21-da0305,6836788e-be4f-4098-8cb9-2cd0d6f8832b,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 9:11:37 PM,4/1/2021 9:11:40 PM,3,1,In Screener / Drop,70,1,,1,01730,,,22
60667F11-4EEE-7EBC-8894-725F0550B4A6,"e456ec9772d4dfa7a25367ef61c32dba",97ce5efb88d89c3e593bc8f00b8e125b,1316884a-b6ef-48d2-b01e-db9333257576,10307266,"MIP - Boston","Tap Research",True,4/1/2021 9:19:26 PM,4/1/2021 9:19:34 PM,3,1,In Screener / Drop,38,2,,2,01905,,,22
60668042-26C3-E76C-1686-15BCA2FE685C,"19533174",816cb496935a11eba759062083d897cb,f209f2e8-2ced-4ef8-98f6-d2f1722b1e6f,10307266,"MIP - Boston","DISQO",True,4/1/2021 9:24:11 PM,4/1/2021 9:24:17 PM,3,1,In Screener / Drop,43,2,,4,02134,,,22
6066794C-5DE6-3316-ED15-5D3F09358586,"a05788b1-acfc-4e66-9fb2-532272bf4142",M3MHLK56JG-81f6eb,38a65751-5189-4d85-b213-1b54be1f115f,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 8:54:33 PM,4/1/2021 8:54:45 PM,3,1,In Screener / Drop,84,2,,1,01748,,,22
60667B9C-24A3-A109-1E65-963EA1FA5F7D,"3983ede974351e4d7fe5e73a744a6a982e3282aa1d69b7254d38b1fc0bddd0e4",MTI1XzEuMDBfMTAwMF9fMTBfMA,cc78da97-2a02-48de-81e7-ef3f233e5203,10307266,"MIP - Boston","inBrain.ai - API",True,4/1/2021 9:03:22 PM,4/1/2021 9:08:53 PM,3,10,Complete,37,2,,1,02149,,,22
606696A0-25C4-B58D-40EA-574285744911,"20043215",e2c13aa2936711eb9b1006355a00b3a0,d1112467-83ca-40f5-b62b-969368467fd0,10307266,"MIP - Boston","DISQO",True,4/1/2021 10:59:56 PM,4/1/2021 11:00:03 PM,3,1,In Screener / Drop,49,2,,1,01752,,,22
60667BB0-2278-B3D3-4840-259B925CB9D6,"ddc0de3cf69afd732d9fd9375ee1b03b",813234f1314d37bcdde532b6bc6160d6,2b9891a1-08a4-4193-a978-7247d2b6b191,10307266,"MIP - Boston","Tap Research",True,4/1/2021 9:03:55 PM,4/1/2021 9:04:03 PM,3,1,In Screener / Drop,22,1,,1,02476,,,22
6066A139-C0BA-5223-8FF2-98E39DA76CD1,"UID-13436",6066a137d7c153_80673135,91f4c94d-e81a-4524-9d43-0eb5ff5aff7e,10307266,"MIP - Boston","Screen Engine/ASI, LLC - Link",True,4/1/2021 11:44:43 PM,4/1/2021 11:52:31 PM,3,10,Complete,48,1,,1,02474,,,22
606680DA-CCB7-7A11-88C3-3FA18E8FAD69,"d5bf720e8585224d9647b1791a3730cb",ef8a24e656b5d889f31e03ef3a5f640f,4ebffafb-cad2-49c0-b88e-3448ab3c8782,10307266,"MIP - Boston","Tap Research",True,4/1/2021 9:26:36 PM,4/1/2021 9:27:27 PM,3,1,In Screener / Drop,58,1,,1,02148,,,22
60668ABB-2A94-69B0-9D97-D0BF70966769,"a2991abb-66c3-49ee-9502-d466732c4f81",45M3MINH1M-849246,98d06a31-e58c-405a-bba4-f8c820c8f517,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 10:07:54 PM,4/1/2021 10:26:26 PM,3,10,Complete,60,2,,1,01760,,,22
6066912C-2D85-7B3F-7105-90601A7770E2,"77604c2c-43bb-4055-87a0-5b3149b405de",PPLK13KG4I-b3b6ff,019dacf6-3353-4c4a-9c6f-fdbb406ef0f9,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 10:35:34 PM,4/1/2021 11:08:48 PM,3,10,Complete,72,1,,1,01701,,,22
6066A25C-511B-50CD-C4F4-B2E2A68BCFEA,"22320922",1361004697,3a20d80a-d5fa-42ae-b682-df837f965b56,10307266,"MIP - Boston","MyPoints",True,4/1/2021 11:48:42 PM,4/1/2021 11:59:30 PM,3,10,Complete,70,2,,1,01801,,,22
60668CF2-AB17-B435-7DEF-601A74FEAA53,"20090592",0c83a632936211ebb5ba024938142431,5aa995c9-c3da-42ce-8c3d-7227837c36f2,10307266,"MIP - Boston","DISQO",True,4/1/2021 10:18:11 PM,4/1/2021 10:27:37 PM,3,10,Complete,32,2,,1,02451,,,22
606682BE-5B41-B111-DD09-7495D18B15E3,"cca9b3c5c8734899b449712a8104cb2e",dbb17779017745729e14dd9bf31e1cec,339476e7-7a29-4cc3-8efb-9222417d513c,10307266,"MIP - Boston","GRL - API - All",True,4/1/2021 9:35:07 PM,4/1/2021 9:45:51 PM,3,10,Complete,57,2,,1,02301,,,22
60668A93-6E56-7323-3136-449F32AEC130,"e47ff4b2-5a0c-420b-aed4-9ea1a97e8c07",21GMP1ML53-1f3c8a,e23c6608-5b51-4131-a7c6-88f5d39ca603,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 10:08:33 PM,4/1/2021 10:23:10 PM,3,10,Complete,88,2,,1,02072,,,22
60669F40-DE4A-5025-36C2-715B966E30CD,"17476285",33219369m784e9afde272b93e4eb53a26ed7,a256cb8a-c514-4388-b97c-b2735b0a94dd,10307266,"MIP - Boston","Branded Research",True,4/1/2021 11:35:26 PM,4/1/2021 11:35:34 PM,3,1,In Screener / Drop,49,2,,1,02478,,,22
606684E5-96AD-1363-EFB5-C0C3681B57AD,"f7203c0b-a7db-4fee-a81f-f73d1312d6f0",session::tapjoy::230cc27c-4b5e-4cbb-9c36-a0292a93a67a,8cdc9aba-4ba6-430e-9e7f-d0851055e8dc,10307266,"MIP - Boston","TapJoy - API",True,4/1/2021 9:43:00 PM,4/1/2021 9:56:24 PM,3,10,Complete,41,2,,1,02324,,,22
6066A104-DD8D-1C21-4D30-B5587A88968E,"27800ba00c2c4ce5eaf40ad4f58608a6202605fb17525a3b6c615ffe3f4418ca",MV8xLjAwXzQwX185XzA,da2825a7-0930-4581-8b55-db638c57bc7c,10307266,"MIP - Boston","inBrain.ai - API",True,4/1/2021 11:43:57 PM,4/1/2021 11:53:50 PM,3,10,Complete,18,2,,15,01902,,,22
60667EA0-A39E-F8EC-1E99-FF9156725700,"57da8f72-9d50-47f6-b3ed-2b0f6f5dab66",N4G6PJLMII-70a928,b03664f9-2195-41d0-af97-ab816141bfcb,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 9:17:13 PM,4/1/2021 9:17:16 PM,32,-1,Security,81,1,,1,01851,,,22
60668E31-E410-62DD-CCC0-066CBC8E6106,"20262097",564d5ba0936211ebb9a906355a00b3a0,49a8fd22-22fa-4e23-9a8f-78f90a41ad6b,10307266,"MIP - Boston","DISQO",True,4/1/2021 10:22:39 PM,4/1/2021 10:39:18 PM,3,10,Complete,52,2,,1,01434,,,22
60669265-5DF1-6CE0-0F44-1249C4103DE6,"2ea8ff2584a6bab28573786f007045bcd634ff331b8ebb4c831b5f2fdfc4bbf7",MV8xLjAwXzQwX185XzA,3bf572bb-19ea-4f4a-842b-3a539a21a1bf,10307266,"MIP - Boston","inBrain.ai - API",True,4/1/2021 10:40:47 PM,4/1/2021 10:47:50 PM,3,10,Complete,19,2,,15,02189,,,22
6066A4A8-D03F-1634-3AFF-099DC89B44FF,"4b0b3cf95a3e07e377c2e2f8ebcc67c7c92d24422f836a38fc86233d5a443679",MTI1XzEuMDBfMTAwMF9fOV8w,6ea5437a-abf6-447f-9ada-f02f1f0d18b6,10307266,"MIP - Boston","inBrain.ai - API",True,4/1/2021 11:58:31 PM,4/2/2021 12:06:27 AM,3,10,Complete,37,1,,1,01960,,,22
60666169-F4E6-A4CB-8806-F306A66B27F3,"273f5594-5191-4e5b-ad8d-517bf2e7374f",3N1K15655M-953f44,644269be-6eb2-434f-892a-60b968f28e30,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 7:12:55 PM,4/1/2021 7:30:44 PM,3,10,Complete,60,1,,1,01801,,,22
60667174-85D2-1378-9134-F8DB707A79A0,"76c23f05529a8044f00c1eaf586233941bf1ee77932dee9e1aa593d2bb4aec4d",OV8wLjY0XzMzM18wLjY0XzlfMA,ff75f9b7-ba63-4441-9268-f099aef63df1,10307266,"MIP - Boston","inBrain.ai - API",True,4/1/2021 8:21:00 PM,4/1/2021 8:21:04 PM,36,-1,Security,,,,,,,,
6066689B-CE2B-B778-9AEE-0A59A510239A,"1-398ea86d-0005-4bca-a595-ab3d265b5b6e",,8718cb15-44d9-4012-a73d-fea9309bad98,10307266,"MIP - Boston","Bitburst",True,4/1/2021 7:42:18 PM,4/1/2021 7:42:26 PM,3,1,In Screener / Drop,31,2,,1,01742,,,22
60666EC3-2EE6-901F-9D49-4BCC5AB967A6,"2b7f0c61-e985-4fb1-ac91-2bd8a94cceb5",21GMP1ML53-7e9181,015f7784-b592-4771-99f0-56bba14bb48d,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 8:08:34 PM,4/1/2021 8:17:59 PM,3,10,Complete,70,1,,1,02452,,,22
60664839-683D-D4E8-4BE6-1C9F7EB9CFB8,"2eb885b2b16aa25800b8b2a4ac46a833f7d682596e15ebcf80f5350c813cb3f2",MV8xLjAwXzQwX18xMF8w,cf0bd318-9ce7-473c-8fa2-6acc8b399391,10307266,"MIP - Boston","inBrain.ai - API",True,4/1/2021 5:25:06 PM,4/1/2021 5:31:19 PM,3,10,Complete,20,2,,1,02359,,,22
60665F4F-11F9-2B34-D678-5B8640823708,"16644704",d8eb6578934611eb821a02f0db99ecab,1d4f4ae4-8d82-4708-93cd-fd9ad54779b8,10307266,"MIP - Boston","DISQO",True,4/1/2021 7:03:27 PM,4/1/2021 7:03:34 PM,3,1,In Screener / Drop,50,1,,1,02472,,,22
60664510-5F6D-C594-C81A-C1D5119EB4DC,"85699596-7981-4565-a661-4738de5d3a19",IN4M23HI21-2263b4,8f71501d-56cc-42bf-9e62-cc7552592ee5,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 5:10:39 PM,4/1/2021 5:10:43 PM,3,1,In Screener / Drop,55,2,,2,02125,,,22
606676F8-6F9F-2A3C-50A7-394D41AFBBEF,"47647129",1360914761,f3f62270-e219-49bf-b51d-29bc1c0d608a,10307266,"MIP - Boston","MyPoints",True,4/1/2021 8:43:34 PM,4/1/2021 8:48:01 PM,3,10,Complete,71,2,,1,01867,,,22
60666309-BBA6-5019-012D-0FFFC3C0D534,"0041d48b25e3c1b28f0dfcbc5f6ca2cc2e673d4937fc4af1ac772e3db31a4c0f",MTIwXzEuMDBfNDAwX185XzA,a8f48cd4-0a8a-41d5-9fec-b3823e197fde,10307266,"MIP - Boston","inBrain.ai - API",True,4/1/2021 7:19:51 PM,4/1/2021 7:19:58 PM,3,1,In Screener / Drop,40,1,,5,02171,,,22
60667271-D3B4-2A21-2CB3-6590BB07548A,"0c826262-4cce-4d21-965d-4617776eccae",PPLK13KG4I-f3d1d1,76c730ff-202d-4e4a-8873-9df980fffaa5,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 8:24:16 PM,4/1/2021 8:24:19 PM,3,1,In Screener / Drop,69,2,,15,02368,,,22
60666A7B-C494-C4DC-C093-B475E5802CAA,"bb932c74-cac8-419a-9caa-79744bbd0990",IN4M23HI21-155601,7a64df90-d822-4dbf-b072-eef816ec3d2f,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 7:50:19 PM,4/1/2021 8:19:29 PM,3,10,Complete,71,1,,1,01906,,,22
60664D36-68BD-2C26-3792-9FBB709CA58C,"4a82fd6d3c797b321d86fbc4995732a277d6fd35b296c92dfb0fa900694ecc54",MTIwXzEuMDBfNDAwX18xMF8w,6a19677b-104d-4e00-8f11-38a7aa9cda91,10307266,"MIP - Boston","inBrain.ai - API",True,4/1/2021 5:45:25 PM,4/1/2021 5:45:36 PM,3,1,In Screener / Drop,43,1,,1,02115,,,22
60665C35-730A-34F8-BEBD-A11E6CCDBECE,"cf7121150ace02c99f0253befb10a6f0a1a578ef211d79e29e40ea35e4319d1c",ODNfMS4wMF81MF9fMTBfMA,7c426b43-800e-4994-9da6-7bf5eb6622e9,10307266,"MIP - Boston","inBrain.ai - API",True,4/1/2021 6:49:23 PM,4/1/2021 6:59:52 PM,3,10,Complete,50,2,,1,01906,,,22
606671F5-64D6-6F7B-FDB2-E92954E38D67,"614d56ac-63c7-4bc3-8d22-637377f09d44",45M3MINH1M-f6187e,887b553e-8399-4d9c-b1bf-7b0265d920b2,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 8:23:03 PM,4/1/2021 8:29:53 PM,3,10,Complete,73,1,,1,01830,,,22
6066649C-521B-53E8-C7B6-FB0A4F8D96F4,"962bb348-7e40-4ead-9e75-640228b96d7f",PPLK13KG4I-d074fd,a2858d7b-25db-44c5-8f1c-e3f9956aa08c,10307266,"MIP - Boston","Publishers Clearing House",True,4/1/2021 7:25:27 PM,4/1/2021 7:25:34 PM,3,1,In Screener / Drop,67,1,,1,02184,,,22
6066627B-E785-44F7-8795-8440A553F135,"be55c66f-865f-4620-8b5d-78e66eb87cdc",1617322644736698129,42f6193c-7ff7-449f-a59a-9f157f318d39,10307266,"MIP - Boston","BizRate - Link",True,4/1/2021 7:17:30 PM,4/1/2021 7:27:26 PM,3,10,Complete,52,1,,1,01915,,,22
60665F5A-86D6-A81C-5DDF-AFEB8644D969,"7606410",c8578566934611eba05d02f0db99ecab,5ef67fcf-9ed9-4e56-8f3d-8d9819b0eadb,10307266,"MIP - Boston","DISQO",True,4/1/2021 7:03:00 PM,4/1/2021 7:03:07 PM,3,1,In Screener / Drop,43,2,,1,02453,,,22
60667391-595E-FFA1-6F67-62C59532CB6A,"15ad620a458d9c78a2e95f2b28211f9867725e2f9aa16a460007e4e19b0e3b47",ODNfMS4wMF81MF9fOV8w,d57e8f69-e290-442b-b3ed-7bd9b6868b74,10307266,"MIP - Boston","inBrain.ai - API",True,4/1/2021 8:30:02 PM,4/1/2021 8:30:10 PM,3,1,In Screener / Drop,24,2,,5,02115,,,22
60665F85-3C0D-357A-CC44-76DDEEA4EE1A,"13487829",33219369m9dc883530cbe5976bb6f8ff8f27,fcc6eac3-64e9-4efc-a9d8-046aeb013cea,10307266,"MIP - Boston","Branded Research",True,4/1/2021 7:03:43 PM,4/1/2021 7:03:49 PM,3,1,In Screener / Drop,38,2,,1,02472,,,22
